ID,Week,Block,Color,Environment,Generation,N0,Census,Check,Person,notes
16,45,2,green,100,0,40,126,126,,
17,45,2,green,100,0,40,137,137,,
18,45,2,green,100,0,40,,,,
19,45,2,green,100,0,40,,,,
20,45,2,green,100,0,40,,,,
1,45,2,green,0.95,1,40,98,98,,
2,45,2,green,0.95,1,40,52,52,,
3,45,2,green,0.95,1,40,97,97,,
4,45,2,green,0.95,1,40,,,,
5,45,2,green,0.95,1,40,96,96,,
6,45,2,green,0.95,1,40,123,123,,
7,45,2,green,0.95,1,40,71,71,,
8,45,2,green,0.95,1,40,,,,
9,45,2,green,0.95,1,40,57,57,,
10,45,2,green,0.95,1,40,116,116,,
11,45,2,green,0.95,1,40,,,,
12,45,2,green,0.95,1,40,86,86,,
13,45,2,green,0.95,1,40,,,,
14,45,2,green,0.95,1,40,77,77,,
15,45,2,green,0.95,1,40,,,,
1,46,3,pink,100,0,40,133,133,,
2,46,3,pink,100,0,40,177,177,,
3,46,3,pink,100,0,40,,,,
4,46,3,pink,100,0,40,,,,
5,46,3,pink,100,0,40,,,,
6,46,3,pink,100,0,40,120,120,,
7,46,3,pink,100,0,40,127,127,,
8,46,3,pink,100,0,40,,,,
9,46,3,pink,100,0,40,,,,
10,46,3,pink,100,0,40,,,,
11,46,3,pink,100,0,40,169,169,,
12,46,3,pink,100,0,40,,,,
13,46,3,pink,100,0,40,,,,
14,46,3,pink,100,0,40,72,72,,
15,46,3,pink,100,0,40,,,,
16,46,3,pink,100,0,40,121,121,,
17,46,3,pink,100,0,40,148,148,,
18,46,3,pink,100,0,40,,,,
19,46,3,pink,100,0,40,158,158,,
20,46,3,pink,100,0,40,96,96,,
1,46,3,pink,0.95,1,40,65,65,,
2,46,3,pink,0.95,1,40,67,67,,
3,46,3,pink,0.95,1,40,47,47,,
4,46,3,pink,0.95,1,40,83,83,,
5,46,3,pink,0.95,1,40,61,61,,
6,46,3,pink,0.95,1,40,,,,
7,46,3,pink,0.95,1,40,49,49,,
8,46,3,pink,0.95,1,40,,,,
9,46,3,pink,0.95,1,40,42,42,,
10,46,3,pink,0.95,1,40,,,,
11,46,3,pink,0.95,1,40,40,40,,
12,46,3,pink,0.95,1,40,75,75,,
13,46,3,pink,0.95,1,40,,,,
14,46,3,pink,0.95,1,40,33,33,,
15,46,3,pink,0.95,1,40,,,,
1,46,4,yellow,100,0,40,,,,
2,46,4,yellow,100,0,40,137,137,,
3,46,4,yellow,100,0,40,,,,
4,46,4,yellow,100,0,40,,,,
5,46,4,yellow,100,0,40,,,,
6,46,4,yellow,100,0,40,152,152,,
7,46,4,yellow,100,0,40,,,,
8,46,4,yellow,100,0,40,116,116,,
9,46,4,yellow,100,0,40,,,,
10,46,4,yellow,100,0,40,95,95,,
11,46,4,yellow,100,0,40,111,111,,
12,46,4,yellow,100,0,40,,,,
13,46,4,yellow,100,0,40,151,151,,
14,46,4,yellow,100,0,40,,,,
15,46,4,yellow,100,0,40,113,113,,
16,46,4,yellow,100,0,40,,,,
17,46,4,yellow,100,0,40,,,,
18,46,4,yellow,100,0,40,129,129,,
19,46,4,yellow,100,0,40,103,103,,
20,46,4,yellow,100,0,40,119,119,,
1,46,4,yellow,0.95,1,40,,,,
2,46,4,yellow,0.95,1,40,34,34,,
3,46,4,yellow,0.95,1,40,58,58,,
4,46,4,yellow,0.95,1,40,52,52,,
5,46,4,yellow,0.95,1,40,,,,
6,46,4,yellow,0.95,1,40,58,58,,
7,46,4,yellow,0.95,1,40,49,49,,
8,46,4,yellow,0.95,1,40,,,,
9,46,4,yellow,0.95,1,40,48,48,,
10,46,4,yellow,0.95,1,40,,,,
11,46,4,yellow,0.95,1,40,80,80,,
12,46,4,yellow,0.95,1,40,63,63,,
13,46,4,yellow,0.95,1,40,,,,
14,46,4,yellow,0.95,1,40,47,47,,
15,46,4,yellow,0.95,1,40,64,64,,
1,50,1,blue,100,0,40,,,,
2,50,1,blue,100,0,40,137,137,CAH,
3,50,1,blue,100,0,40,156,156,CAH,
4,50,1,blue,100,0,40,,,,
5,50,1,blue,100,0,40,,,,
6,50,1,blue,100,0,40,134,134,CAH,
7,50,1,blue,100,0,40,,,,
8,50,1,blue,100,0,40,,,,
9,50,1,blue,100,0,40,,,,
10,50,1,blue,100,0,40,,,,
11,50,1,blue,100,0,40,113,113,CAH,
12,50,1,blue,100,0,40,182,182,CAH,
13,50,1,blue,100,0,40,,,,
14,50,1,blue,100,0,40,,,,
15,50,1,blue,100,0,40,146,146,CAH,
16,50,1,blue,100,0,40,116,116,CAH,
17,50,1,blue,100,0,40,,,,
18,50,1,blue,100,0,40,130,130,CAH,
19,50,1,blue,100,0,40,143,143,CAH,
20,50,1,blue,100,0,40,104,104,CAH,
1,50,1,blue,0.95,1,40,85,85,MJK,
2,50,1,blue,0.95,1,40,62,62,MJK,
3,50,1,blue,0.95,1,40,,,,
4,50,1,blue,0.95,1,40,,,,
5,50,1,blue,0.95,1,40,83,83,MJK,
6,50,1,blue,0.95,1,40,50,50,MJK,
7,50,1,blue,0.95,1,40,,,,
8,50,1,blue,0.95,1,40,78,78,MJK,
9,50,1,blue,0.95,1,40,,,,
10,50,1,blue,0.95,1,40,,,,
11,50,1,blue,0.95,1,40,48,48,MJK,
12,50,1,blue,0.95,1,40,57,57,MJK,
13,50,1,blue,0.95,1,40,65,65,MJK,
14,50,1,blue,0.95,1,40,67,67,MJK,
15,50,1,blue,0.95,1,40,51,51,MJK,
1,50,2,green,100,0,40,106,106,,
2,50,2,green,100,0,40,27,27,,
3,50,2,green,100,0,40,,,,
4,50,2,green,100,0,40,142,142,,
5,50,2,green,100,0,40,113,113,,
6,50,2,green,100,0,40,139,139,,
7,50,2,green,100,0,40,100,100,,
8,50,2,green,100,0,40,134,134,,
9,50,2,green,100,0,40,63,63,,
10,50,2,green,100,0,40,,,,
11,50,2,green,100,0,40,,,,
12,50,2,green,100,0,40,,,,
13,50,2,green,100,0,40,,,,
14,50,2,green,100,0,40,,,,
15,50,2,green,100,0,40,110,110,,
16,50,2,green,100,0,40,,,,
17,50,2,green,100,0,40,,,,
18,50,2,green,100,0,40,115,115,,
19,50,2,green,100,0,40,,,,
20,50,2,green,100,0,40,,,,
1,50,2,green,0.95,1,40,49,49,,
2,50,2,green,0.95,1,40,89,89,,
3,50,2,green,0.95,1,40,,,,
4,50,2,green,0.95,1,40,,,,
5,50,2,green,0.95,1,40,51,51,,
6,50,2,green,0.95,1,40,74,74,,
7,50,2,green,0.95,1,40,57,57,,
8,50,2,green,0.95,1,40,,,,
9,50,2,green,0.95,1,40,,,,
10,50,2,green,0.95,1,40,83,83,,
11,50,2,green,0.95,1,40,,,,
12,50,2,green,0.95,1,40,64,64,,
13,50,2,green,0.95,1,40,62,62,,
14,50,2,green,0.95,1,40,69,69,,
15,50,2,green,0.95,1,40,90,90,,
1,51,3,pink,100,0,40,,,,
2,51,3,pink,100,0,40,,,,
3,51,3,pink,100,0,40,,,,
4,51,3,pink,100,0,40,,,,
5,51,3,pink,100,0,40,129,129,,
6,51,3,pink,100,0,40,124,124,,
7,51,3,pink,100,0,40,,,,
8,51,3,pink,100,0,40,118,118,,
9,51,3,pink,100,0,40,130,130,,
10,51,3,pink,100,0,40,,,,
11,51,3,pink,100,0,40,140,140,,
12,51,3,pink,100,0,40,,,,
13,51,3,pink,100,0,40,,,,
14,51,3,pink,100,0,40,107,107,,
15,51,3,pink,100,0,40,89,89,,
16,51,3,pink,100,0,40,136,136,,
17,51,3,pink,100,0,40,129,129,,
18,51,3,pink,100,0,40,117,117,,
19,51,3,pink,100,0,40,,,,
20,51,3,pink,100,0,40,,,,
1,51,3,pink,0.95,1,40,28,28,,
2,51,3,pink,0.95,1,40,,,,
3,51,3,pink,0.95,1,40,74,74,,
4,51,3,pink,0.95,1,40,59,59,,
5,51,3,pink,0.95,1,40,45,45,,
6,51,3,pink,0.95,1,40,44,44,,
7,51,3,pink,0.95,1,40,,,,
8,51,3,pink,0.95,1,40,49,49,,
9,51,3,pink,0.95,1,40,54,54,,
10,51,3,pink,0.95,1,40,75,75,,
11,51,3,pink,0.95,1,40,,,,
12,51,3,pink,0.95,1,40,,,,
13,51,3,pink,0.95,1,40,43,43,,
14,51,3,pink,0.95,1,40,,,,
15,51,3,pink,0.95,1,40,51,51,,
1,51,4,yellow,100,0,40,,,,
2,51,4,yellow,100,0,40,,,,
3,51,4,yellow,100,0,40,,,,
4,51,4,yellow,100,0,40,105,105,,
5,51,4,yellow,100,0,40,,,,
6,51,4,yellow,100,0,40,,,,
7,51,4,yellow,100,0,40,,,,
8,51,4,yellow,100,0,40,156,156,,
9,51,4,yellow,100,0,40,,,,
10,51,4,yellow,100,0,40,147,147,,
11,51,4,yellow,100,0,40,,,,
12,51,4,yellow,100,0,40,,,,
13,51,4,yellow,100,0,40,132,132,,
14,51,4,yellow,100,0,40,127,127,,
15,51,4,yellow,100,0,40,207,207,,
16,51,4,yellow,100,0,40,166,166,,
17,51,4,yellow,100,0,40,158,158,,
18,51,4,yellow,100,0,40,156,156,,
19,51,4,yellow,100,0,40,,,,
20,51,4,yellow,100,0,40,125,125,,
1,51,4,yellow,0.95,1,40,65,65,,
2,51,4,yellow,0.95,1,40,73,73,,
3,51,4,yellow,0.95,1,40,55,55,,
4,51,4,yellow,0.95,1,40,,,,
5,51,4,yellow,0.95,1,40,59,59,,
6,51,4,yellow,0.95,1,40,,,,
7,51,4,yellow,0.95,1,40,,,,
8,51,4,yellow,0.95,1,40,67,67,,
9,51,4,yellow,0.95,1,40,58,58,,
10,51,4,yellow,0.95,1,40,38,38,,
11,51,4,yellow,0.95,1,40,,,,
12,51,4,yellow,0.95,1,40,56,56,,
13,51,4,yellow,0.95,1,40,49,49,,
14,51,4,yellow,0.95,1,40,,,,
15,51,4,yellow,0.95,1,40,25,25,,
1,55,1,blue,100,0,40,19,19,MJK,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 22 days
2,55,1,blue,100,0,40,32,32,MJK,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 22 days
3,55,1,blue,100,0,40,11,11,MJK,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 22 days
4,55,1,blue,100,0,40,24,24,MJK,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 22 days
5,55,1,blue,100,0,40,18,18,MJK,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 22 days
6,55,1,blue,100,0,40,25,25,MJK,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 22 days
7,55,1,blue,100,0,40,23,23,MJK,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 22 days
8,55,1,blue,100,0,40,32,32,MJK,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 22 days
9,55,1,blue,100,0,40,31,31,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 22 days
10,55,1,blue,100,0,40,22,22,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 22 days
11,55,1,blue,100,0,40,3,3,MFO,Poisoned
12,55,1,blue,100,0,40,,,,Poisoned
13,55,1,blue,100,0,40,,,,Poisoned
14,55,1,blue,100,0,40,,,,Poisoned
15,55,1,blue,100,0,40,6,6,MFO,Poisoned
16,55,1,blue,100,0,40,,,,Poisoned
17,55,1,blue,100,0,40,,,,Poisoned
18,55,1,blue,100,0,40,,,,Poisoned
19,55,1,blue,100,0,40,8,8,MFO,Poisoned
20,55,1,blue,100,0,40,,,,Poisoned
1,55,1,blue,0.95,1,40,,,,
2,55,1,blue,0.95,1,40,,,,
3,55,1,blue,0.95,1,40,,,,
4,55,1,blue,0.95,1,40,40,40,MJK,
5,55,1,blue,0.95,1,40,122,122,MJK,
6,55,1,blue,0.95,1,40,90,90,MJK,
7,55,1,blue,0.95,1,40,,,,
8,55,1,blue,0.95,1,40,55,55,MJK,
9,55,1,blue,0.95,1,40,,,,
10,55,1,blue,0.95,1,40,81,81,MJK,
11,55,1,blue,0.95,1,40,109,109,MJK,
12,55,1,blue,0.95,1,40,61,61,MJK,
13,55,1,blue,0.95,1,40,104,104,MJK,
14,55,1,blue,0.95,1,40,94,94,MJK,
15,55,1,blue,0.95,1,40,26,26,MJK,
1,55,2,green,100,0,40,85,85,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 20 days
2,55,2,green,100,0,40,127,127,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 20 days
3,55,2,green,100,0,40,101,101,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 20 days
4,55,2,green,100,0,40,80,80,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 20 days
5,55,2,green,100,0,40,130,130,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 20 days
6,55,2,green,100,0,40,100,100,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 20 days
7,55,2,green,100,0,40,106,106,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 20 days
8,55,2,green,100,0,40,87,87,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 20 days
9,55,2,green,100,0,40,95,95,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 20 days
10,55,2,green,100,0,40,67,67,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 20 days
11,55,2,green,100,0,40,,,,Poisoned
12,55,2,green,100,0,40,,,,Poisoned
13,55,2,green,100,0,40,,,,Poisoned
14,55,2,green,100,0,40,,,,Poisoned
15,55,2,green,100,0,40,,,,Poisoned
16,55,2,green,100,0,40,,,,Poisoned
17,55,2,green,100,0,40,,,,Poisoned
18,55,2,green,100,0,40,,,,Poisoned
19,55,2,green,100,0,40,,,,Poisoned
20,55,2,green,100,0,40,,,,Poisoned
1,55,2,green,0.95,1,40,80,80,MJK,
2,55,2,green,0.95,1,40,,,,
3,55,2,green,0.95,1,40,,,,
4,55,2,green,0.95,1,40,,,,
5,55,2,green,0.95,1,40,87,87,MJK,
6,55,2,green,0.95,1,40,92,92,MJK,
7,55,2,green,0.95,1,40,122,122,MJK,
8,55,2,green,0.95,1,40,52,52,MJK,
9,55,2,green,0.95,1,40,100,100,MJK,
10,55,2,green,0.95,1,40,,,,
11,55,2,green,0.95,1,40,83,83,MJK,
12,55,2,green,0.95,1,40,,,,
13,55,2,green,0.95,1,40,116,116,MJK,
14,55,2,green,0.95,1,40,92,92,MJK,
15,55,2,green,0.95,1,40,74,74,MJK,
1,56,3,pink,100,0,40,163,163,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 15 days
2,56,3,pink,100,0,40,157,157,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 15 days
3,56,3,pink,100,0,40,206,206,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 15 days
4,56,3,pink,100,0,40,139,139,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 15 days
5,56,3,pink,100,0,40,160,160,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 15 days
6,56,3,pink,100,0,40,157,157,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 15 days
7,56,3,pink,100,0,40,159,159,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 15 days
8,56,3,pink,100,0,40,152,152,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 15 days
9,56,3,pink,100,0,40,165,165,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 15 days
10,56,3,pink,100,0,40,99,99,MFO,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 15 days
11,56,3,pink,100,0,40,,,,Poisoned
12,56,3,pink,100,0,40,,,,Poisoned
13,56,3,pink,100,0,40,,,,Poisoned
14,56,3,pink,100,0,40,,,,Poisoned
15,56,3,pink,100,0,40,,,,Poisoned
16,56,3,pink,100,0,40,,,,Poisoned
17,56,3,pink,100,0,40,,,,Poisoned
18,56,3,pink,100,0,40,,,,Poisoned
19,56,3,pink,100,0,40,,,,Poisoned
20,56,3,pink,100,0,40,,,,Poisoned
1,56,3,pink,0.95,1,40,118,118,MJK,
2,56,3,pink,0.95,1,40,,,,
3,56,3,pink,0.95,1,40,74,74,MJK,
4,56,3,pink,0.95,1,40,102,102,MJK,
5,56,3,pink,0.95,1,40,,,,
6,56,3,pink,0.95,1,40,93,93,MJK,
7,56,3,pink,0.95,1,40,82,82,MJK,
8,56,3,pink,0.95,1,40,96,96,MJK,
9,56,3,pink,0.95,1,40,65,65,MJK,
10,56,3,pink,0.95,1,40,109,109,MJK,
11,56,3,pink,0.95,1,40,,,MJK,
12,56,3,pink,0.95,1,40,78,78,,
13,56,3,pink,0.95,1,40,,,,
14,56,3,pink,0.95,1,40,,,,
15,56,3,pink,0.95,1,40,70,70,MJK,
1,56,4,yellow,100,0,40,140,140,MJK,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 13 days
2,56,4,yellow,100,0,40,162,162,MJK,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 13 days
3,56,4,yellow,100,0,40,147,147,MJK,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 13 days
4,56,4,yellow,100,0,40,145,145,MJK,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 13 days
5,56,4,yellow,100,0,40,176,176,MJK,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 13 days
6,56,4,yellow,100,0,40,141,141,MJK,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 13 days
7,56,4,yellow,100,0,40,141,141,MJK,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 13 days
8,56,4,yellow,100,0,40,151,151,MJK,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 13 days
9,56,4,yellow,100,0,40,187,187,MJK,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 13 days
10,56,4,yellow,100,0,40,129,129,MJK,Beetles transferred from poisoned Pillsbury flour to Gold Medal flour after 13 days
11,56,4,yellow,100,0,40,,,,Poisoned
12,56,4,yellow,100,0,40,,,,Poisoned
13,56,4,yellow,100,0,40,,,,Poisoned
14,56,4,yellow,100,0,40,,,,Poisoned
15,56,4,yellow,100,0,40,,,,Poisoned
16,56,4,yellow,100,0,40,,,,Poisoned
17,56,4,yellow,100,0,40,,,,Poisoned
18,56,4,yellow,100,0,40,,,,Poisoned
19,56,4,yellow,100,0,40,,,,Poisoned
20,56,4,yellow,100,0,40,,,,Poisoned
1,56,4,yellow,0.95,1,40,,,,
2,56,4,yellow,0.95,1,40,75,75,MFO,
3,56,4,yellow,0.95,1,40,,,,
4,56,4,yellow,0.95,1,40,74,74,MFO,
5,56,4,yellow,0.95,1,40,,,,
6,56,4,yellow,0.95,1,40,82,82,MFO,
7,56,4,yellow,0.95,1,40,49,49,MFO,
8,56,4,yellow,0.95,1,40,85,85,MFO,
9,56,4,yellow,0.95,1,40,85,85,MFO,
10,56,4,yellow,0.95,1,40,,,,
11,56,4,yellow,0.95,1,40,,,,
12,56,4,yellow,0.95,1,40,75,75,MFO,
13,56,4,yellow,0.95,1,40,102,102,MFO,
14,56,4,yellow,0.95,1,40,94,94,MFO,
15,56,4,yellow,0.95,1,40,88,88,MFO,
1,60,1,blue,100,0,40,162,162,MJK,
2,60,1,blue,100,0,40,180,180,MJK,
3,60,1,blue,100,0,40,148,148,MJK,
4,60,1,blue,100,0,40,153,153,MJK,
5,60,1,blue,100,0,40,151,151,MJK,
6,60,1,blue,100,0,40,101,101,MJK,
7,60,1,blue,100,0,40,90,90,MJK,
8,60,1,blue,100,0,40,173,173,MJK,
9,60,1,blue,100,0,40,166,166,MJK,
10,60,1,blue,100,0,40,80,80,MJK,
11,60,1,blue,100,0,40,144,144,MJK,
12,60,1,blue,100,0,40,160,160,MJK,
13,60,1,blue,100,0,40,114,114,MJK,
14,60,1,blue,100,0,40,101,101,MJK,
15,60,1,blue,100,0,40,104,104,MJK,
16,60,1,blue,100,0,40,114,114,MJK,
17,60,1,blue,100,0,40,95,95,MJK,
18,60,1,blue,100,0,40,107,107,MJK,
19,60,1,blue,100,0,40,43,43,MJK,
20,60,1,blue,100,0,40,125,125,MJK,
1,60,1,blue,0.95,1,40,,,,
2,60,1,blue,0.95,1,40,,,,
3,60,1,blue,0.95,1,40,,,,
4,60,1,blue,0.95,1,40,,,,
5,60,1,blue,0.95,1,40,,,,
6,60,1,blue,0.95,1,40,,,,
7,60,1,blue,0.95,1,40,,,,
8,60,1,blue,0.95,1,40,,,,
9,60,1,blue,0.95,1,40,,,,
10,60,1,blue,0.95,1,40,,,,
1,60,2,green,100,0,40,229,229,KRA,
2,60,2,green,100,0,40,145,145,KRA,
3,60,2,green,100,0,40,141,141,KRA,
4,60,2,green,100,0,40,136,136,KRA,
5,60,2,green,100,0,40,90,90,KRA,
6,60,2,green,100,0,40,158,158,KRA,
7,60,2,green,100,0,40,71,71,KRA,
8,60,2,green,100,0,40,209,209,KRA,
9,60,2,green,100,0,40,154,154,MJK,
10,60,2,green,100,0,40,144,144,MJK,
11,60,2,green,100,0,40,153,153,MJK,
12,60,2,green,100,0,40,182,182,MJK,
13,60,2,green,100,0,40,179,179,MJK,
14,60,2,green,100,0,40,175,175,MJK,
15,60,2,green,100,0,40,168,168,MJK,
16,60,2,green,100,0,40,178,178,MJK,
17,60,2,green,100,0,40,173,173,MJK,
18,60,2,green,100,0,40,166,166,MJK,
19,60,2,green,100,0,40,171,171,MJK,
20,60,2,green,100,0,40,195,195,MJK,
1,60,2,green,0.95,1,40,142,142,MJK,
2,60,2,green,0.95,1,40,105,105,MJK,
3,60,2,green,0.95,1,40,135,135,MJK,
4,60,2,green,0.95,1,40,97,97,MJK,
5,60,2,green,0.95,1,40,135,135,MJK,
6,60,2,green,0.95,1,40,107,107,MJK,
7,60,2,green,0.95,1,40,111,111,MJK,
8,60,2,green,0.95,1,40,125,125,MJK,
9,60,2,green,0.95,1,40,141,141,MJK,
10,60,2,green,0.95,1,40,177,177,MJK,
1,61,3,pink,100,0,40,,,,
2,61,3,pink,100,0,40,153,153,MJK,
3,61,3,pink,100,0,40,181,181,MJK,
4,61,3,pink,100,0,40,158,158,MJK,
5,61,3,pink,100,0,40,,,,
6,61,3,pink,100,0,40,,,,
7,61,3,pink,100,0,40,,,,
8,61,3,pink,100,0,40,,,,
9,61,3,pink,100,0,40,,,,
10,61,3,pink,100,0,40,190,190,MJK,
11,61,3,pink,100,0,40,163,163,MJK,
12,61,3,pink,100,0,40,157,157,MJK,
13,61,3,pink,100,0,40,162,162,MJK,
14,61,3,pink,100,0,40,,,,
15,61,3,pink,100,0,40,,,,
16,61,3,pink,100,0,40,172,172,MJK,
17,61,3,pink,100,0,40,,,,
18,61,3,pink,100,0,40,168,168,MJK,
19,61,3,pink,100,0,40,,,,
20,61,3,pink,100,0,40,118,118,MJK,
1,61,3,pink,0.95,1,40,115,115,MJK,
2,61,3,pink,0.95,1,40,115,115,MJK,
3,61,3,pink,0.95,1,40,118,118,MJK,
4,61,3,pink,0.95,1,40,125,125,MJK,
5,61,3,pink,0.95,1,40,93,93,MJK,
6,61,3,pink,0.95,1,40,90,90,MJK,
7,61,3,pink,0.95,1,40,48,48,MJK,
8,61,3,pink,0.95,1,40,85,85,MJK,
9,61,3,pink,0.95,1,40,95,95,MJK,
10,61,3,pink,0.95,1,40,85,85,MJK,
1,61,4,yellow,100,0,40,73,73,MJK,
2,61,4,yellow,100,0,40,190,190,JAR,
3,61,4,yellow,100,0,40,,,,
4,61,4,yellow,100,0,40,197,197,JAR,
5,61,4,yellow,100,0,40,117,117,JAR,
6,61,4,yellow,100,0,40,,,,
7,61,4,yellow,100,0,40,196,196,JAR,
8,61,4,yellow,100,0,40,,,,
9,61,4,yellow,100,0,40,,,,
10,61,4,yellow,100,0,40,,,,
11,61,4,yellow,100,0,40,,,,
12,61,4,yellow,100,0,40,174,174,JAR,
13,61,4,yellow,100,0,40,,,,
14,61,4,yellow,100,0,40,,,,
15,61,4,yellow,100,0,40,154,154,JAR,
16,61,4,yellow,100,0,40,,,,
17,61,4,yellow,100,0,40,,,,
18,61,4,yellow,100,0,40,120,120,JAR,
19,61,4,yellow,100,0,40,165,165,JAR,
20,61,4,yellow,100,0,40,154,154,JAR,
1,61,4,yellow,0.95,1,40,151,151,MJK,
2,61,4,yellow,0.95,1,40,153,153,MJK,
3,61,4,yellow,0.95,1,40,165,165,MJK,
4,61,4,yellow,0.95,1,40,135,135,MJK,
5,61,4,yellow,0.95,1,40,139,139,MJK,
6,61,4,yellow,0.95,1,40,125,125,MJK,
7,61,4,yellow,0.95,1,40,145,145,MJK,
8,61,4,yellow,0.95,1,40,117,117,MJK,
9,61,4,yellow,0.95,1,40,139,139,MJK,
10,61,4,yellow,0.95,1,40,120,120,MJK,
1,65,1,blue,0.95,1,40,85,85,MJK,
2,65,1,blue,0.95,1,40,104,104,MJK,
3,65,1,blue,0.95,1,40,105,105,MJK,
4,65,1,blue,0.95,1,40,118,118,MJK,
5,65,1,blue,0.95,1,40,128,128,MJK,
6,65,1,blue,0.95,1,40,76,76,MJK,
7,65,1,blue,0.95,1,40,84,84,MJK,
8,65,1,blue,0.95,1,40,75,75,MJK,
9,65,1,blue,0.95,1,40,84,84,MJK,
10,65,1,blue,0.95,1,40,123,123,MJK,
1,65,2,green,0.95,1,40,122,122,KRA,
2,65,2,green,0.95,1,40,84,84,KRA,
3,65,2,green,0.95,1,40,100,100,KRA,
4,65,2,green,0.95,1,40,97,97,KRA,
5,65,2,green,0.95,1,40,120,120,KRA,
6,65,2,green,0.95,1,40,100,100,KRA,
7,65,2,green,0.95,1,40,84,84,KRA,
8,65,2,green,0.95,1,40,112,112,KRA,
9,65,2,green,0.95,1,40,105,105,KRA,
10,65,2,green,0.95,1,40,91,91,KRA,
1,66,3,pink,0.95,1,40,73,73,MJK,
2,66,3,pink,0.95,1,40,76,76,MJK,
3,66,3,pink,0.95,1,40,127,127,MJK,
4,66,3,pink,0.95,1,40,145,145,MJK,
5,66,3,pink,0.95,1,40,85,85,MJK,
6,66,3,pink,0.95,1,40,127,127,MJK,
7,66,3,pink,0.95,1,40,99,99,MJK,
8,66,3,pink,0.95,1,40,92,92,MJK,
9,66,3,pink,0.95,1,40,125,125,MJK,
10,66,3,pink,0.95,1,40,97,97,MJK,
1,66,4,yellow,0.95,1,40,100,100,MJK,
2,66,4,yellow,0.95,1,40,108,108,MJK,
3,66,4,yellow,0.95,1,40,66,66,MJK,
4,66,4,yellow,0.95,1,40,82,82,MJK,
5,66,4,yellow,0.95,1,40,71,71,MJK,
6,66,4,yellow,0.95,1,40,75,75,MJK,
7,66,4,yellow,0.95,1,40,76,76,MJK,
8,66,4,yellow,0.95,1,40,105,105,MJK,
9,66,4,yellow,0.95,1,40,89,89,MJK,
10,66,4,yellow,0.95,1,40,82,82,MJK,
1,71,3,pink,100,0,40,176,176,MJK,Note: Blocks 1 and 2 (blue and green) standard maintanance lines killed by pesticide. Refounded using beetles from density dependent/non-adapted experiment which were on corn for 2 generations. No standard census data for week 70 or maternal effects removal census data for week 75
2,71,3,pink,100,0,40,185,185,MJK,
3,71,3,pink,100,0,40,185,185,MJK,
4,71,3,pink,100,0,40,211,211,MJK,
5,71,3,pink,100,0,40,150,150,MJK,
6,71,3,pink,100,0,40,147,147,MJK,
7,71,3,pink,100,0,40,177,177,MJK,
8,71,3,pink,100,0,40,152,152,MJK,
9,71,3,pink,100,0,40,190,190,MJK,
10,71,3,pink,100,0,40,215,215,MJK,
1,71,4,yellow,100,0,40,144,144,MJK,
2,71,4,yellow,100,0,40,192,192,MJK,
3,71,4,yellow,100,0,40,137,137,MJK,
4,71,4,yellow,100,0,40,195,195,MJK,
