"R0","alpha","kE","kD"
1.20288275479025,0.00904666403548217,16.8201846403164,1.40182960947696
1.16889888087745,0.00997832786589324,16.8201846403164,1.40182960947696
1.16889888087745,0.00985309603006616,16.8201846403164,1.40182960947696
1.18954974584318,0.00957976973501247,16.8201846403164,2.56005145005195
1.18954974584318,0.00957976973501247,17.5632628536815,2.90667976812062
1.18954974584318,0.00957976973501247,17.5632628536815,2.90667976812062
1.18954974584318,0.00957976973501247,17.5632628536815,1.94264190173882
1.18954974584318,0.00957976973501247,17.5632628536815,1.94264190173882
1.18954974584318,0.00883683327877593,17.5632628536815,1.95932681488812
1.18954974584318,0.00889205544157481,17.5632628536815,1.97471779665499
1.18954974584318,0.00869546457058721,17.5632628536815,1.97471779665499
1.18954974584318,0.00869546457058721,17.5632628536815,3.34668373503188
1.15551188740917,0.00869546457058721,14.3964105106394,3.34668373503188
1.15698700972428,0.00869546457058721,14.3964105106394,3.53778279741221
1.140000761909,0.00869546457058721,16.198437206441,3.53778279741221
1.140000761909,0.00869546457058721,16.198437206441,3.53778279741221
1.140000761909,0.00944662842158814,16.3380779462645,4.29201327723307
1.140000761909,0.00944662842158814,16.3380779462645,5.31445485183762
1.18382183674347,0.00944662842158814,16.3380779462645,5.13315521154204
1.15734397050743,0.00944662842158814,14.9799667655002,5.13315521154204
1.15734397050743,0.00953576622842378,14.9799667655002,5.4722774099006
1.17267617614883,0.00953576622842378,14.9799667655002,3.45240750731702
1.17267617614883,0.00953576622842378,14.9799667655002,3.48819255231419
1.17267617614883,0.00953576622842378,14.9799667655002,2.71026274611774
1.17267617614883,0.00953576622842378,14.9799667655002,2.71026274611774
1.17267617614883,0.0097616175986106,14.9799667655002,2.00193904691208
1.12974330639843,0.00897561188343082,14.9799667655002,2.51395714350659
1.12974330639843,0.00897561188343082,15.4203226741343,1.57060454535698
1.11763611489423,0.00897561188343082,15.4203226741343,2.49321180741941
1.11763611489423,0.00897561188343082,15.4203226741343,2.49321180741941
1.11763611489423,0.00931205464086056,15.4203226741343,2.49321180741941
1.11763611489423,0.00931205464086056,15.4203226741343,2.49321180741941
1.11763611489423,0.00931205464086056,15.4203226741343,3.74222730570914
1.11763611489423,0.00931205464086056,15.4203226741343,1.81843358751915
1.11763611489423,0.00931205464086056,15.4203226741343,1.67441253416306
1.11763611489423,0.00931205464086056,15.4203226741343,1.79037672834248
1.1448597081292,0.00931205464086056,15.4203226741343,1.495060099947
1.1448597081292,0.00931205464086056,15.4203226741343,2.24974398120123
1.1448597081292,0.00931205464086056,15.4203226741343,2.24974398120123
1.10947056268943,0.00931205464086056,15.4203226741343,2.24974398120123
1.10947056268943,0.00931205464086056,15.4203226741343,2.49050031304771
1.10947056268943,0.00931205464086056,11.025902545618,3.33244767317078
1.10947056268943,0.00939189112514735,11.025902545618,4.22621214613987
1.10947056268943,0.00939189112514735,10.7990055838333,6.52444724954363
1.10947056268943,0.00939189112514735,10.7990055838333,6.52444724954363
1.06217517970217,0.00968509342106826,10.7990055838333,6.96259268715486
1.09415051612077,0.00894183716840084,10.7990055838333,6.96259268715486
1.09415051612077,0.00894183716840084,10.7990055838333,6.96259268715486
1.09415051612077,0.00894183716840084,10.7990055838333,6.96259268715486
1.1130002349084,0.00894183716840084,10.7990055838333,5.8499205204482
1.1130002349084,0.00918708833961213,10.7990055838333,3.75793844305523
1.12484204239383,0.00933641686572414,18.9811463283878,2.68397305212035
1.12484204239383,0.00933641686572414,18.9811463283878,1.95635791172279
1.12484204239383,0.00933641686572414,20.1432093689063,1.95635791172279
1.12484204239383,0.00933641686572414,20.1432093689063,4.03432514286139
1.10948068660496,0.00933641686572414,21.1061973683152,3.96379220611557
1.10948068660496,0.00933641686572414,16.423045277813,3.80175160992083
1.10311622133727,0.00933641686572414,16.423045277813,3.80175160992083
1.09783620015981,0.00933641686572414,16.423045277813,2.07584850662095
1.09783620015981,0.00921691623132543,16.423045277813,2.07584850662095
1.09783620015981,0.00921691623132543,16.423045277813,2.07584850662095
1.10548550942359,0.00876065899080697,16.423045277813,2.07584850662095
1.10548550942359,0.00876065899080697,16.423045277813,2.07584850662095
1.10548550942359,0.00876065899080697,18.7942219541533,1.99363561339504
1.09765134691772,0.00876065899080697,18.7942219541533,1.69964581993404
1.09765134691772,0.00869306170527602,18.7942219541533,1.81898526059212
1.09765134691772,0.00853848315542501,18.7942219541533,1.81898526059212
1.15274555643141,0.00889651390463543,21.5258703111422,1.81898526059212
1.15274555643141,0.00889651390463543,20.4201292136595,1.81898526059212
1.10677953424004,0.00843961538700946,20.4201292136595,1.81898526059212
1.10677953424004,0.00843961538700946,20.4201292136595,1.81898526059212
1.10677953424004,0.00843961538700946,20.4201292136595,1.81898526059212
1.14242172012886,0.00843961538700946,20.4201292136595,2.1950631710934
1.14242172012886,0.00803989222243171,20.4201292136595,1.58808499064944
1.14242172012886,0.00803989222243171,20.4201292136595,1.58808499064944
1.14242172012886,0.00803989222243171,20.4201292136595,1.58808499064944
1.14242172012886,0.00803989222243171,20.4201292136595,1.58808499064944
1.14242172012886,0.00803989222243171,20.4201292136595,1.58808499064944
1.12383751113147,0.00803989222243171,20.4201292136595,3.11381705401372
1.12383751113147,0.0079782537779381,15.5353120812134,2.85644944986536
1.12383751113147,0.0083461906020948,15.6559427543517,2.85644944986536
1.12383751113147,0.00757276605613528,15.6559427543517,2.40604697053098
1.12383751113147,0.00757276605613528,15.6559427543517,1.98544557749702
1.12383751113147,0.00846772546924739,15.6559427543517,1.98544557749702
1.08766719924212,0.00846772546924739,15.6559427543517,1.98544557749702
1.08766719924212,0.00846772546924739,15.6559427543517,1.98544557749702
1.08766719924212,0.00846772546924739,15.6559427543517,1.98544557749702
1.09012082967731,0.00846772546924739,15.6559427543517,1.98544557749702
1.13069075459308,0.00846772546924739,15.6559427543517,1.98544557749702
1.13069075459308,0.00846772546924739,15.6559427543517,1.60193778068861
1.13069075459308,0.00870630206004349,15.6559427543517,1.60193778068861
1.13069075459308,0.00870630206004349,14.499836121145,1.60193778068861
1.13069075459308,0.00799077629780091,12.9773417484634,1.60193778068861
1.13069075459308,0.00773675597741131,12.9773417484634,1.60193778068861
1.13069075459308,0.00792067011866624,12.9773417484634,1.60193778068861
1.13069075459308,0.00792067011866624,14.7115751339547,1.60193778068861
1.13069075459308,0.00813613321557137,16.5621367530685,2.20852366786408
1.14848288630263,0.00813613321557137,16.5621367530685,2.49123094460166
1.14848288630263,0.00846880805914483,16.5621367530685,1.80477964436523
1.14848288630263,0.00858375697904196,16.5621367530685,1.80477964436523
1.12856785782782,0.00864684235062953,16.5621367530685,1.80477964436523
1.12856785782782,0.0082304321474364,16.5621367530685,1.80477964436523
1.19110826937079,0.0082304321474364,16.5621367530685,1.80477964436523
1.19110826937079,0.0082304321474364,16.5621367530685,1.80477964436523
1.12237991355199,0.0082304321474364,16.5621367530685,1.80477964436523
1.12237991355199,0.0082304321474364,16.5621367530685,1.80477964436523
1.11131122290162,0.0082304321474364,16.5621367530685,1.80477964436523
1.11131122290162,0.0082304321474364,16.5621367530685,1.80477964436523
1.11131122290162,0.0082304321474364,16.5621367530685,1.80477964436523
1.11131122290162,0.00812070548641336,16.5621367530685,1.80477964436523
1.11131122290162,0.00829781228414465,16.5621367530685,1.78860658587165
1.11131122290162,0.00872645006960767,18.3107356584304,1.52523341014305
1.11131122290162,0.00872645006960767,21.0929313901867,1.52523341014305
1.11131122290162,0.00872645006960767,21.0929313901867,1.52523341014305
1.11131122290162,0.0083349934241113,21.0929313901867,1.52523341014305
1.11131122290162,0.0083349934241113,21.0929313901867,1.52523341014305
1.10504040669861,0.0083349934241113,21.0929313901867,1.52523341014305
1.10504040669861,0.0083349934241113,21.0929313901867,1.39226201411324
1.10504040669861,0.0083349934241113,20.9849543807751,2.82517837987682
1.10504040669861,0.0083349934241113,20.9849543807751,2.62104117121459
1.10504040669861,0.0083349934241113,20.9849543807751,2.10657091952273
1.10504040669861,0.0083349934241113,20.9849543807751,2.10657091952273
1.10504040669861,0.0083349934241113,24.3167097274408,2.10657091952273
1.10504040669861,0.0083349934241113,24.3167097274408,2.10657091952273
1.12378288561213,0.0083349934241113,24.3167097274408,2.10657091952273
1.12378288561213,0.0081284556627548,22.6595120540522,2.10657091952273
1.12378288561213,0.0081284556627548,22.6595120540522,2.10657091952273
1.12378288561213,0.00845350141356649,22.6595120540522,2.10657091952273
1.12378288561213,0.00845350141356649,27.10776907068,2.2491837731306
1.13045882310586,0.00845350141356649,27.10776907068,2.2491837731306
1.13045882310586,0.00845350141356649,27.10776907068,2.2491837731306
1.10309211793559,0.00845350141356649,27.10776907068,2.2491837731306
1.10309211793559,0.00808270894701488,27.10776907068,2.2491837731306
1.10309211793559,0.00808270894701488,27.10776907068,2.58792006570193
1.06950221232959,0.00808270894701488,27.10776907068,2.58792006570193
1.06950221232959,0.00809182748233727,28.9368494068793,2.58792006570193
1.10781840620284,0.00809182748233727,28.9368494068793,2.58792006570193
1.10781840620284,0.00807596254087954,28.9368494068793,2.58792006570193
1.10781840620284,0.00807596254087954,28.9368494068793,2.49127559088433
1.10781840620284,0.00816483889306202,28.9368494068793,2.49127559088433
1.10781840620284,0.00816483889306202,28.4040494873445,1.96867418688675
1.10781840620284,0.00816483889306202,32.3775025412345,1.96867418688675
1.10781840620284,0.00816483889306202,27.4332907709837,1.96867418688675
1.12512843964691,0.00816483889306202,27.4332907709837,1.96867418688675
1.12512843964691,0.00816483889306202,27.4332907709837,1.96867418688675
1.12512843964691,0.00816483889306202,25.7424012072142,1.96867418688675
1.12512843964691,0.00766481632209223,25.7424012072142,1.96867418688675
1.12512843964691,0.0077540428113146,24.6285645145689,1.57530698036813
1.12512843964691,0.00769709499710852,24.6285645145689,1.34661257865655
1.12595258524366,0.00769709499710852,24.6285645145689,1.34661257865655
1.12595258524366,0.00769709499710852,24.1497105954814,1.34661257865655
1.12595258524366,0.00769709499710852,24.381988217249,1.34661257865655
1.12595258524366,0.00923270671770775,24.381988217249,1.34661257865655
1.12595258524366,0.0090231163241117,24.381988217249,1.34661257865655
1.12658797568351,0.00845770570246804,24.381988217249,1.32804630113226
1.07398562646273,0.00845770570246804,22.2068334517308,1.38812708932161
1.07398562646273,0.00845770570246804,16.6930234704639,1.38812708932161
1.12599858432625,0.00845770570246804,17.0229780004743,1.38812708932161
1.12599858432625,0.00845770570246804,17.0229780004743,1.72039960308623
1.12599858432625,0.00845770570246804,17.0229780004743,1.72039960308623
1.12599858432625,0.00973541205018351,19.7820857687752,2.09779399094989
1.12599858432625,0.00877337247473514,19.7820857687752,2.09779399094989
1.16240364730868,0.00877337247473514,15.9903141938131,2.09779399094989
1.16240364730868,0.00877337247473514,15.9903141938131,2.09779399094989
1.14753843058552,0.00877337247473514,15.9903141938131,2.24773402909878
1.14753843058552,0.00980905975083527,13.5234673476746,2.24773402909878
1.18397213518991,0.00980905975083527,17.874038953324,2.24773402909878
1.18397213518991,0.00980905975083527,17.874038953324,4.37691795219231
1.15413110345298,0.00876778452994975,17.874038953324,4.37691795219231
1.15413110345298,0.00850154922197051,17.874038953324,4.98958994740327
1.15413110345298,0.00850154922197051,17.874038953324,3.03873669804927
1.15413110345298,0.00850154922197051,17.8705027890657,3.03873669804927
1.12279519333031,0.00899564876384534,17.8705027890657,3.03873669804927
1.12279519333031,0.00899564876384534,17.8705027890657,3.03873669804927
1.12919109509774,0.00899564876384534,17.8705027890657,3.03873669804927
1.12919109509774,0.00899564876384534,17.8705027890657,3.96739898436478
1.12919109509774,0.00899564876384534,17.8705027890657,4.11140165132779
1.12919109509774,0.00911367287878828,17.8705027890657,4.11140165132779
1.12919109509774,0.00911367287878828,17.8705027890657,2.95414479600696
1.12919109509774,0.00903650527015308,18.9690331966871,2.95414479600696
1.11949304448723,0.00903650527015308,18.9690331966871,2.07515523933878
1.11949304448723,0.00902249738896321,14.9696738604833,2.22917281755134
1.11949304448723,0.00878757862410214,14.9696738604833,3.27524543251715
1.11949304448723,0.00878757862410214,18.5915767137566,3.27524543251715
1.11949304448723,0.00878757862410214,18.5915767137566,3.27524543251715
1.11949304448723,0.00878757862410214,17.7790200595652,2.41599690196946
1.13245460483388,0.00878757862410214,21.2441253242226,2.41599690196946
1.13245460483388,0.00878757862410214,21.2441253242226,2.41599690196946
1.13245460483388,0.00878757862410214,21.2441253242226,2.41599690196946
1.16109190974973,0.00864568650074417,21.2441253242226,2.41599690196946
1.16109190974973,0.00864568650074417,21.2441253242226,2.41599690196946
1.16109190974973,0.00864568650074417,21.2441253242226,2.41599690196946
1.16109190974973,0.00886794610620851,21.2441253242226,2.41599690196946
1.16109190974973,0.00886794610620851,21.2441253242226,2.41599690196946
1.16109190974973,0.00886794610620851,21.2441253242226,2.41599690196946
1.16109190974973,0.00886794610620851,21.2441253242226,2.41599690196946
1.16109190974973,0.00886794610620851,16.4101809476391,2.41599690196946
1.16109190974973,0.00853416902615266,16.4101809476391,2.25785811893679
1.16109190974973,0.00853416902615266,16.4101809476391,2.17897596710112
1.13678682277246,0.00841808888351995,16.4101809476391,2.11640836736466
1.13678682277246,0.00924215723236882,16.4101809476391,2.11640836736466
1.13678682277246,0.00924215723236882,16.4101809476391,2.11640836736466
1.13678682277246,0.00924215723236882,16.4101809476391,2.11640836736466
1.13678682277246,0.00924215723236882,16.4101809476391,2.11640836736466
1.217187664597,0.0091037605277768,16.4101809476391,1.5321005650507
1.217187664597,0.0091037605277768,16.4101809476391,1.5321005650507
1.20344201325888,0.0088079686848723,20.5334072178545,0.768211100096351
1.20344201325888,0.00860955484734441,20.5334072178545,0.768211100096351
1.24850697508139,0.00999859432391018,20.5334072178545,0.768211100096351
1.24850697508139,0.00999859432391018,19.7013419529125,0.768211100096351
1.23636100118565,0.00999859432391018,21.5386447516314,0.768211100096351
1.23636100118565,0.00957758573242433,21.5386447516314,0.768211100096351
1.16791922997335,0.00911864062685892,21.5386447516314,0.768211100096351
1.16791922997335,0.00911864062685892,21.5386447516314,0.768211100096351
1.16791922997335,0.00911864062685892,21.5386447516314,0.84765621291721
1.16725776966032,0.00911864062685892,26.8888446119831,0.84765621291721
